Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3303-3131-9521-47886,2018-08-02,1533222565,Charged,jadelte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,VND,"223,000.00",0.00,"223,000.00",Hochiminh,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3309-7578-9721-88236,2018-08-02,1533222617,Charged,on7xelte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",hồ chí minh,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3375-7064-8702-42877,2018-08-02,1533222686,Charged,HWBLA,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.16,4.83,28.99,,,,FR
GPA.3308-7918-3494-01432,2018-08-02,1533222729,Charged,dream2lte,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,EUR,0.92,0.17,1.09,,,,DE
GPA.3323-7606-5081-65530,2018-08-02,1533223120,Charged,ASUS_Z01KDA,3100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok7,TWD,924.00,46.00,970.00,板橋區,新北市,220,TW
GPA.3373-2236-3437-69059,2018-08-02,1533223214,Charged,HWBG2,200 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew2,MYR,8.49,0.00,8.49,Pasir Puteh,KELANTAN,16800,MY
GPA.3340-4105-6957-21314,2018-08-02,1533223253,Charged,cruiserlteatt,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,USD,29.99,0.00,29.99,Bogue Chitto,MS,39629,US
GPA.3322-6313-0580-02706,2018-08-02,1533223302,Charged,greatqltechn,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok1,HKD,8.00,0.00,8.00,天水圍,新界,,HK
GPA.3386-7964-7239-28873,2018-08-02,1533223403,Charged,hero2lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,15.96,3.03,18.99,,,,DE
GPA.3351-2994-2048-90321,2018-08-02,1533223639,Charged,noblelte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",Bạc Liêu,BẮC LIEU,260000,VN
GPA.3392-7198-4826-12866,2018-08-02,1533223744,Charged,X9006,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,MYR,37.99,0.00,37.99,GEORGETOWN,PULAU PINANG,10470,MY
GPA.3383-7060-7079-00246,2018-08-02,1533223782,Charged,kate,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,RUB,"1,694.07",304.93,"1,999.00",Невинномысск,,357100,RU
GPA.3364-7829-1581-26362,2018-08-02,1533223968,Charged,zeroltelgt,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,VND,"180,000.00",0.00,"180,000.00",Tphcm,,,VN
GPA.3343-3516-0080-72473,2018-08-02,1533224232,Charged,dream2qltesq,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,CARLISLE,OH,45342,US
GPA.3327-8182-3208-92991,2018-08-02,1533224404,Charged,dreamlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,İstanbul,,34520,TR
GPA.3388-5482-1710-81021,2018-08-02,1533224407,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.91,0.18,1.09,,,,FR
GPA.3399-6571-1692-88358,2018-08-02,1533224445,Charged,gtaxlwifi,Month Card Fund II (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.mcf2,EUR,16.93,4.06,20.99,,,,FI
GPA.3315-5019-7956-06727,2018-08-02,1533224482,Charged,star2qltecs,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,VND,"676,000.00",0.00,"676,000.00",Long Xuyên,AN GIANG,,VN
GPA.3326-6172-8185-83764,2018-08-02,1533224529,Charged,OnePlus3T,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,DKK,47.20,11.80,59.00,,,,DK
GPA.3320-2334-3644-21444,2018-08-02,1533224590,Charged,a8xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Çanakkale,,17000,TR
GPA.3389-1316-5236-74364,2018-08-02,1533224616,Charged,A1601,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Hà Nội,,,VN
GPA.3330-5298-9168-35276,2018-08-02,1533224624,Charged,nash,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,USD,99.99,0.00,99.99,hot springs,AR,71913,US
GPA.3301-1803-9138-23008,2018-08-02,1533224635,Charged,zerolte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,GBP,5.83,1.16,6.99,,,,GB
GPA.3318-1486-7005-92104,2018-08-02,1533224875,Charged,ASUS_X00IDC,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,VND,"180,000.00",0.00,"180,000.00",Ba Đình,HÀ NỘI,,VN
GPA.3316-7026-8259-62941,2018-08-02,1533225036,Charged,j8y18lte,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok1,VND,"23,000.00",0.00,"23,000.00",Hà Nội,HÀ NỘI,,VN
GPA.3304-6531-7278-91893,2018-08-02,1533225050,Charged,heroqltevzw,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,USD,7.99,0.00,7.99,Boise,ID,83713,US
GPA.3352-0110-0552-39318,2018-08-02,1533225086,Charged,ASUS_X00IDC,Month Card Fund (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.mcf1,VND,"223,000.00",0.00,"223,000.00",Ba Đình,HÀ NỘI,,VN
GPA.3386-4924-7151-08270,2018-08-02,1533225238,Charged,HWBLA,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.97,1.52,9.49,,,,DE
GPA.3300-0268-6235-74440,2018-08-02,1533225335,Charged,dream2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.84,1.65,9.49,,,,NL
GPA.3375-2169-6141-36687,2018-08-02,1533225409,Charged,1718,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok1,VND,"23,000.00",0.00,"23,000.00",TP. HCM,THÀNH PHỐ HỒ CHÍ MINH,,VN
GPA.3337-4852-9272-22762,2018-08-02,1533225547,Charged,star2lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,HRK,119.20,29.80,149.00,,,,HR
GPA.3317-4309-5690-65432,2018-08-02,1533225668,Charged,lv517,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,PERRIS,CA,92571,US
GPA.3346-0424-2510-48396,2018-08-02,1533225703,Charged,A1601,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,VND,"22,000.00",0.00,"22,000.00",Ninh Bình,NINH BÌNH,,VN
GPA.3300-0034-8906-53352,2018-08-02,1533225775,Charged,HWLDN-Q,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SAR,3.51,0.18,3.69,نجران,,,SA
GPA.3357-5739-0775-19799,2018-08-02,1533225775,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SGD,1.48,0.00,1.48,SG,,640210,SG
GPA.3302-4878-5211-85689,2018-08-02,1533225868,Charged,HWLDN-Q,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SAR,3.51,0.18,3.69,نجران,,,SA
GPA.3395-4433-7643-33670,2018-08-02,1533225888,Charged,j7popeltetmo,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,USD,9.99,0.00,9.99,PEMBROKE,GA,31313,US
GPA.3379-2166-2923-56416,2018-08-02,1533225900,Charged,HWLDN-Q,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SAR,3.51,0.18,3.69,نجران,,,SA
GPA.3306-9430-1899-61088,2018-08-02,1533225921,Charged,greatlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,SGD,4.99,0.00,4.99,SG,,640210,SG
GPA.3372-0327-8530-78320,2018-08-02,1533226108,Charged,HWMYA-L6737,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Phủ Lý,HÀ NAM,,VN
GPA.3384-4613-0826-11441,2018-08-02,1533226114,Charged,zeroflte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.36,4.63,28.99,,,,DE
GPA.3352-2701-8310-04532,2018-08-02,1533226123,Charged,a6plte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Dong Thap,ĐỒNG THÁP,,VN
GPA.3347-7284-7541-38709,2018-08-02,1533226207,Charged,ASUS_Z01KDA,6200 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew8,TWD,"1,800.00",90.00,"1,890.00",板橋區,新北市,220,TW
GPA.3322-4284-7311-00783,2018-08-02,1533226230,Charged,D6653,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,VND,"22,000.00",0.00,"22,000.00",Hà Nội,HÀ NỘI,,VN
GPA.3336-6263-3315-32515,2018-08-02,1533226312,Charged,j7y17lte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,VND,"90,000.00",0.00,"90,000.00",,,,VN
GPA.3380-2930-0096-20693,2018-08-02,1533226321,Charged,star2qltechn,520 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew4,HKD,38.00,0.00,38.00,,-,,HK
GPA.3305-7507-3555-21072,2018-08-02,1533226344,Charged,baffinlite,3100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew7,HKD,238.00,0.00,238.00,九龍城,九龍,,HK
GPA.3338-6700-2631-48544,2018-08-02,1533226396,Charged,star2lteks,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,KRW,"1,000.00",100.00,"1,100.00",,,15392,KR
GPA.3376-6444-1271-80387,2018-08-02,1533226426,Charged,lucye,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,16.39,3.60,19.99,,,,IT
GPA.3321-4184-4343-79283,2018-08-02,1533226466,Charged,ASUS_X013D_2,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,TWD,30.00,1.00,31.00,,,328,TW
GPA.3389-2671-0877-13820,2018-08-02,1533226477,Charged,zerolte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,JPY,110.00,0.00,110.00,戸田,埼玉県,3550022,JP
GPA.3308-0575-9840-62750,2018-08-02,1533226488,Charged,dream2qltechn,3100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew7,HKD,238.00,0.00,238.00,柴灣,香港島,,HK
GPA.3398-2361-6179-59963,2018-08-02,1533226527,Charged,HWCLT,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,MYR,3.99,0.00,3.99,Kemaman,TERENGGANU,24000,MY
GPA.3327-5555-9096-54167,2018-08-02,1533226551,Charged,A37f,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,700000,VN
GPA.3372-1079-6232-79969,2018-08-02,1533226564,Charged,baffinlite,3100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew7,HKD,238.00,0.00,238.00,九龍城,九龍,,HK
GPA.3377-3553-9368-87191,2018-08-02,1533226575,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Etlik,ANKARA,06090,TR
GPA.3333-6176-2715-89162,2018-08-02,1533226618,Charged,baffinlite,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,HKD,99.90,0.00,99.90,九龍城,九龍,,HK
GPA.3339-9720-7868-57007,2018-08-02,1533226651,Charged,dreamlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,THB,34.00,0.00,34.00,กรุงเทพ,กรุงเทพมหานคร,10310,TH
GPA.3321-1435-0623-38738,2018-08-02,1533226689,Charged,A1601,200 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew2,VND,"45,000.00",0.00,"45,000.00",Ninh Bình,NINH BÌNH,,VN
GPA.3329-2407-0772-31553,2018-08-02,1533226696,Charged,A7010a48,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Bekasi,JAWA BARAT,17413,ID
GPA.3305-0241-2615-08056,2018-08-02,1533226724,Charged,baffinlite,830 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew5,HKD,60.90,0.00,60.90,九龍城,九龍,,HK
GPA.3391-8422-9024-04131,2018-08-02,1533226838,Charged,e53g,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Biên Hòa,ĐỒNG NAI,,VN
GPA.3307-6200-3786-25505,2018-08-02,1533226850,Charged,e53g,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Biên Hòa,ĐỒNG NAI,,VN
GPA.3351-4483-6789-05449,2018-08-02,1533226876,Charged,ASUS_Z00M,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.19,0.70,3.89,,,,IT
GPA.3382-6409-3772-51377,2018-08-02,1533227073,Charged,zenlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,GBP,0.74,0.15,0.89,,,,GB
GPA.3348-5716-8673-50895,2018-08-02,1533227129,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Gia Lai,GIA LAI,,VN
GPA.3371-9200-9189-33033,2018-08-02,1533227160,Charged,k3g,520 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew4,IDR,"66,000.00",0.00,"66,000.00",JAKARTA TIMUR,DKI JAKARTA,99483,ID
GPA.3361-8211-1596-95874,2018-08-02,1533227181,Charged,ms01lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",hanoi,,,VN
GPA.3389-0287-2268-30485,2018-08-02,1533227302,Charged,starlte,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,EUR,78.50,16.49,94.99,,,,ES
GPA.3309-4859-7242-98843,2018-08-02,1533227317,Charged,grandpplte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Hà Nội,,,VN
GPA.3312-0287-6970-72186,2018-08-02,1533227387,Charged,HWALP,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok1,HKD,8.00,0.00,8.00,,-,999077,HK
GPA.3310-6510-8937-34949,2018-08-02,1533227567,Charged,OnePlus5,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,TRY,322.03,57.96,379.99,Etlik,ANKARA,06090,TR
GPA.3325-3487-2477-96735,2018-08-02,1533227687,Charged,on7xelte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",hồ chí minh,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3385-0753-2891-51185,2018-08-02,1533227728,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,THB,34.00,0.00,34.00,กรุงเทพ,กรุงเทพมหานคร,,TH
GPA.3331-0368-3857-58553,2018-08-02,1533227909,Charged,CPH1609,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Pleiku,GIA LAI,,VN
GPA.3379-1237-0137-30436,2018-08-02,1533227959,Charged,htc_ocndugl,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,CHF,95.00,0.00,95.00,Penthaz,,1303,CH
GPA.3321-3177-3494-16520,2018-08-02,1533228018,Charged,A1601,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,700000,VN
GPA.3342-2485-3168-56736,2018-08-02,1533228019,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3313-9216-1350-22044,2018-08-02,1533228030,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3386-5096-8927-96050,2018-08-02,1533228067,Charged,dream2lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,PHP,"1,050.00",0.00,"1,050.00",Angeles City,PAMPANGA,2009,PH
GPA.3355-3208-8786-34032,2018-08-02,1533228069,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3383-3593-2125-87107,2018-08-02,1533228079,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3346-7771-6506-99871,2018-08-02,1533228104,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3321-6627-5930-63226,2018-08-02,1533228117,Charged,CPH1821,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Surabaya,JAWA TIMUR,,ID
GPA.3300-6487-4104-52908,2018-08-02,1533228139,Charged,HWCLT,1350 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew6,EUR,11.47,2.52,13.99,,,,IT
GPA.3338-4278-5810-34505,2018-08-02,1533228171,Charged,nikel,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,IDR,"13,000.00",0.00,"13,000.00",Jakarta,DKI JAKARTA,14240,ID
GPA.3378-0093-2274-17832,2018-08-02,1533228179,Charged,V3Max,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",Vinh,NGHỆ AN,,VN
GPA.3384-4895-6250-05073,2018-08-02,1533228195,Charged,dream2qltesq,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,Hialeah,FL,33012,US
GPA.3381-4361-5858-77868,2018-08-02,1533228206,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3319-1165-8080-81879,2018-08-02,1533228209,Charged,on7xelte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",,,,VN
GPA.3302-1237-0570-77447,2018-08-02,1533228258,Charged,on5xelte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,MYR,30.99,0.00,30.99,Seremban,NEGERI SEMBILAN,70400,MY
GPA.3321-8915-0228-70878,2018-08-02,1533228300,Charged,j5y17lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.97,1.52,9.49,,,,DE
GPA.3304-6794-2948-56682,2018-08-02,1533228305,Charged,a7xelte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,TRY,12.70,2.29,14.99,Çanakkale,,17100,TR
GPA.3328-9352-6200-72188,2018-08-02,1533228355,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,BE
GPA.3365-8145-0247-03716,2018-08-02,1533228391,Charged,F1f,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Đồng Hới,QUẢNG BÌNH,510000,VN
GPA.3368-4260-6478-49819,2018-08-02,1533228460,Charged,starlte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,BGN,31.66,6.33,37.99,,,,BG
GPA.3394-8179-5538-08567,2018-08-02,1533228463,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,RON,4.11,0.78,4.89,,,,RO
GPA.3373-6330-6646-62295,2018-08-02,1533228492,Charged,gts210vewifi,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,EUR,0.90,0.19,1.09,,,,NL
GPA.3379-5696-9266-79183,2018-08-02,1533228500,Charged,j5y17lte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,EUR,3.18,0.61,3.79,,,,DE
GPA.3357-3444-3152-08672,2018-08-02,1533228517,Charged,F3216,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,VND,"90,000.00",0.00,"90,000.00",Hà Nội,HÀ NỘI,129100,VN
GPA.3300-1657-6567-46517,2018-08-02,1533228539,Charged,j5y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3325-5161-5275-66438,2018-08-02,1533228560,Charged,star2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,AUD,1.17,0.12,1.29,,,3175,AU
GPA.3317-1310-6928-33270,2018-08-02,1533228611,Charged,star2qltechn,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,HKD,8.00,0.00,8.00,,-,,HK
GPA.3338-0271-2729-30711,2018-08-02,1533228612,Charged,on7xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",hồ chí minh,THÀNH PHỐ HỒ CHÍ MINH,700000,VN
GPA.3359-3642-4817-09093,2018-08-02,1533228618,Charged,dream2qltechn,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,TWD,30.00,1.00,31.00,,,104,TW
GPA.3359-0568-8641-11904,2018-08-02,1533228625,Charged,ASUS_X008_1,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,IDR,"55,000.00",0.00,"55,000.00",Bekasi,JAWA BARAT,17112,ID
GPA.3313-7719-8181-22817,2018-08-02,1533228780,Charged,m2a3g,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,TRY,12.70,2.29,14.99,Merkez,AYDIN,09000,TR
GPA.3313-2938-4886-95286,2018-08-02,1533228974,Charged,dream2lte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,EUR,3.21,0.68,3.89,,,,BE
GPA.3319-5975-8701-16854,2018-08-02,1533229222,Charged,HWCOL,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,MYR,37.99,0.00,37.99,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3358-6861-6787-43455,2018-08-02,1533229244,Charged,HWCOL,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3377-0121-1014-91116,2018-08-02,1533229270,Charged,HWCOL,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,MYR,4.49,0.00,4.49,Kuala Terengganu,TERENGGANU,20050,MY
GPA.3301-7485-3067-20252,2018-08-02,1533229277,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Tng,JAWA TENGAH,15322,ID
GPA.3349-8701-9995-21346,2018-08-02,1533229278,Charged,dream2lte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,PHP,"1,550.00",0.00,"1,550.00",Angeles City,PAMPANGA,2009,PH
GPA.3381-7474-0002-96452,2018-08-02,1533229295,Charged,nobleltebmc,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,CAD,134.99,0.00,134.99,Delta,BC,V4C 2L2,CA
GPA.3361-4879-7186-78334,2018-08-02,1533229296,Charged,HWCOL,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,MYR,14.99,0.00,14.99,Kuala Terengganu,TERENGGANU,20050,MY
